0.00091,880031687,olt,44,7,4,4,114,stop,2
0.00092,880030569,olt,92,9,9,5,170,start,0
0.00093,880031554,olt,11,7,3,2,179,stop,2
0.00094,880032758,olt,45,1,10,1,159,start,0
0.00095,880032965,olt,82,2,3,3,176,stop,2
0.00096,880031242,dslam,97,3,10,3,82,stop,2
0.00097,880031903,dslam,8,1,3,4,138,start,0
0.00098,880032510,olt,24,3,9,1,57,stop,2
0.00099,880032151,olt,27,8,9,2,148,stop,2
0.001,880031492,olt,4,2,2,0,199,stop,2
0.00101,880031668,dslam,43,0,1,3,105,stop,2
0.00102,880032772,olt,54,7,9,1,84,stop,2
0.00103,880031737,olt,26,3,8,1,123,stop,2
0.00104,880032503,olt,26,1,9,2,175,stop,2
0.00105,880030402,dslam,10,8,1,4,130,start,0
0.00106,880031430,dslam,12,4,0,0,197,start,0
0.00107,880030728,olt,22,4,6,1,20,start,0
0.00108,880031483,olt,38,1,2,2,199,stop,2
0.00109,880032689,olt,10,2,0,4,161,stop,2
0.0011,880032576,dslam,25,9,7,4,23,start,0
0.00111,880030164,olt,3,2,7,2,155,start,0
0.00112,880031038,olt,41,8,1,1,58,stop,2
0.00113,880032313,dslam,21,2,5,3,37,stop,2
0.00114,880032073,dslam,77,7,7,4,39,stop,2
0.00115,880032439,dslam,76,8,10,4,162,stop,2
0.00116,880032919,olt,98,5,10,5,26,start,0
0.00117,880030048,olt,69,6,9,3,129,stop,2
0.00118,880030919,dslam,16,7,8,5,115,stop,2
0.00119,880030148,dslam,30,5,4,4,11,stop,2
0.0012,880032716,olt,30,9,8,4,126,stop,2
0.00121,880031884,olt,31,10,6,1,74,start,0
0.00122,880031604,olt,42,10,4,0,177,stop,2
0.00123,880032300,olt,36,2,1,3,64,start,0
0.00124,880032493,olt,56,9,7,1,50,start,0
0.00125,880032240,olt,90,9,5,3,12,start,0
0.00126,880031771,dslam,26,6,3,1,72,stop,2
0.00127,880032481,olt,71,0,0,2,196,stop,2
0.00128,880031212,dslam,85,4,9,2,0,stop,2
0.00129,880032898,dslam,92,4,1,2,5,stop,2
0.0013,880031684,dslam,18,10,7,5,62,start,0
0.00131,880031892,olt,8,10,9,2,121,stop,2
0.00132,880031298,olt,18,0,0,5,52,start,0
0.00133,880032978,dslam,8,8,10,1,106,stop,2
0.00134,880031425,dslam,13,5,7,3,140,stop,2
0.00135,880030700,olt,69,10,6,0,65,stop,2
0.00136,880030525,dslam,17,2,3,1,168,start,0
0.00137,880030987,dslam,83,8,4,4,36,stop,2
0.00138,880031157,olt,11,2,7,0,185,stop,2
0.00139,880030531,dslam,27,2,9,0,25,stop,2
0.0014,880030477,dslam,99,5,10,5,4,stop,2
0.00141,880030116,olt,45,8,0,4,115,start,0
0.00142,880030515,dslam,38,2,6,0,96,start,0
0.00143,880031047,olt,48,0,8,2,176,start,0
0.00144,880030266,dslam,98,1,8,1,25,start,0
0.00145,880031771,olt,24,5,2,5,200,start,0
0.00146,880031091,olt,8,8,9,3,183,stop,2
0.00147,880032359,olt,35,10,9,5,117,stop,2
0.00148,880032002,dslam,60,7,4,1,157,start,0
0.00149,880032254,dslam,78,1,7,0,33,start,0
0.0015,880031902,dslam,59,8,4,2,84,start,0
0.00151,880030370,dslam,82,10,6,2,11,stop,2
0.00152,880032597,olt,27,5,7,0,169,start,0
0.00153,880030463,olt,97,3,5,4,91,start,0
0.00154,880030808,olt,30,9,5,1,188,start,0
0.00155,880031207,olt,3,4,10,3,15,start,0
0.00156,880030331,olt,13,0,5,3,14,stop,2
0.00157,880030467,olt,28,2,6,0,111,start,0
0.00158,880030675,olt,69,2,3,5,151,stop,2
0.00159,880031000,dslam,49,10,8,0,102,stop,2
0.0016,880032594,olt,1,10,4,3,175,stop,2
0.00161,880032603,olt,84,0,5,4,175,start,0
0.00162,880030515,olt,59,10,2,3,155,stop,2
0.00163,880030307,olt,38,8,7,0,168,start,0
0.00164,880032080,olt,86,3,0,1,52,stop,2
0.00165,880030832,olt,10,5,9,1,52,start,0
0.00166,880030441,olt,94,10,5,5,114,stop,2
0.00167,880031443,olt,35,4,1,5,137,start,0
0.00168,880031247,olt,93,4,0,2,52,stop,2
0.00169,880030020,olt,58,8,3,2,164,stop,2
0.0017,880032857,olt,98,7,0,2,181,stop,2
0.00171,880031639,olt,93,3,0,5,65,stop,2
0.00172,880031618,olt,51,10,8,0,190,stop,2
0.00173,880030602,dslam,69,6,3,5,8,start,0
0.00174,880031327,dslam,3,10,7,1,11,stop,2
0.00175,880030584,dslam,5,2,5,5,55,start,0
0.00176,880031532,dslam,77,6,0,5,98,start,0
0.00177,880032360,dslam,97,0,8,3,98,stop,2
0.00178,880030442,dslam,25,5,3,4,122,start,0
0.00179,880031583,olt,10,3,8,5,93,start,0
0.0018,880032430,olt,86,8,3,4,183,start,0
0.00181,880031383,dslam,14,6,4,3,45,start,0
0.00182,880030621,dslam,92,4,9,1,26,stop,2
0.00183,880032054,olt,0,9,6,3,170,stop,2
0.00184,880032975,dslam,71,10,4,0,163,stop,2
0.00185,880030238,olt,0,0,4,2,92,start,0
0.00186,880031968,dslam,57,3,7,4,148,start,0
0.00187,880030919,dslam,66,3,1,3,131,start,0
0.00188,880030978,dslam,99,8,2,5,7,stop,2
0.00189,880031471,dslam,13,3,9,4,149,start,0
0.0019,880030557,olt,96,5,5,1,128,stop,2
0.00191,880031781,olt,84,5,10,5,51,stop,2
0.00192,880031429,olt,97,0,3,3,144,stop,2
0.00193,880030578,olt,96,4,8,2,21,stop,2
0.00194,880031450,dslam,11,7,2,4,78,stop,2
0.00195,880032218,dslam,63,5,0,3,4,start,0
0.00196,880032208,dslam,92,4,1,5,82,stop,2
0.00197,880030096,dslam,48,8,7,5,163,start,0
0.00198,880031999,dslam,75,2,1,4,32,start,0
0.00199,880031219,olt,48,2,6,1,3,stop,2
0.002,880030027,olt,41,4,3,0,43,stop,2
0.00201,880030686,olt,2,5,10,3,176,stop,2
0.00202,880031659,dslam,31,2,10,5,43,stop,2
0.00203,880032188,dslam,76,0,4,4,148,start,0
0.00204,880031765,dslam,88,4,10,2,68,stop,2
0.00205,880032503,olt,96,6,6,5,59,stop,2
0.00206,880030892,dslam,22,7,1,0,118,stop,2
0.00207,880031648,dslam,92,6,6,2,171,start,0
0.00208,880030989,dslam,1,8,9,2,57,stop,2
0.00209,880031569,olt,41,6,2,3,196,start,0
0.0021,880032680,olt,64,5,7,0,58,start,0
0.00211,880031606,dslam,55,10,7,1,50,stop,2
0.00212,880031625,dslam,65,10,1,4,67,stop,2
0.00213,880032715,olt,71,7,7,5,99,start,0
0.00214,880030137,dslam,4,8,0,2,197,stop,2
0.00215,880031657,olt,76,5,9,2,56,start,0
0.00216,880031606,olt,12,7,7,4,179,stop,2
0.00217,880030647,dslam,45,5,6,5,79,stop,2
0.00218,880032799,olt,49,2,2,1,117,start,0
0.00219,880031150,olt,54,8,7,1,157,start,0
0.0022,880032562,dslam,100,7,0,1,24,start,0
0.00221,880032883,dslam,88,2,10,0,102,stop,2
0.00222,880030771,dslam,76,2,4,1,123,stop,2
0.00223,880032185,olt,3,8,7,5,48,stop,2
0.00224,880030035,dslam,43,5,7,1,150,start,0
0.00225,880030238,dslam,11,8,9,4,158,stop,2
0.00226,880032982,olt,22,0,6,0,158,start,0
0.00227,880030604,olt,57,6,1,4,125,stop,2
0.00228,880030049,olt,13,7,8,4,40,start,0
0.00229,880031938,dslam,29,0,0,0,18,start,0
0.0023,880032312,dslam,15,2,1,2,61,start,0
0.00231,880032520,dslam,52,6,10,3,149,stop,2
0.00232,880030188,dslam,51,6,9,3,63,stop,2
0.00233,880031063,dslam,55,2,1,2,194,start,0
0.00234,880030423,dslam,50,1,10,2,4,start,0
0.00235,880030225,dslam,41,5,6,1,184,stop,2
0.00236,880030440,dslam,22,3,10,3,139,start,0
0.00237,880032268,olt,50,3,8,0,29,start,0
0.00238,880030785,olt,10,6,3,4,71,start,0
0.00239,880031977,olt,55,9,0,2,166,stop,2
0.0024,880030941,dslam,60,4,10,3,187,stop,2
0.00241,880030717,olt,8,9,9,5,172,start,0
0.00242,880032975,dslam,10,9,10,0,130,stop,2
0.00243,880031178,dslam,26,5,2,5,162,stop,2
0.00244,880032805,dslam,31,3,2,2,109,start,0
0.00245,880031469,olt,30,6,7,4,112,start,0
0.00246,880030599,olt,29,7,9,3,152,start,0
0.00247,880032570,olt,28,3,7,4,42,stop,2
0.00248,880031595,olt,72,2,8,1,38,start,0
0.00249,880031948,dslam,50,6,0,1,97,stop,2
0.0025,880030239,dslam,90,5,8,2,83,stop,2
0.00251,880030163,dslam,4,6,10,3,168,stop,2
0.00252,880030819,olt,61,5,2,1,127,start,0
0.00253,880031898,dslam,87,9,9,5,178,start,0
0.00254,880032047,olt,87,1,9,0,179,start,0
0.00255,880030325,dslam,27,2,6,2,81,stop,2
0.00256,880031765,dslam,95,2,1,2,78,stop,2
0.00257,880032755,olt,77,5,6,0,67,start,0
0.00258,880031886,olt,95,4,8,5,70,start,0
0.00259,880030217,dslam,70,0,4,5,153,start,0
0.0026,880032844,olt,90,0,9,3,60,start,0
0.00261,880031986,olt,22,6,6,3,109,start,0
0.00262,880031834,olt,65,0,10,4,107,start,0
0.00263,880031265,olt,82,5,1,3,86,start,0
0.00264,880032860,dslam,68,7,2,1,74,stop,2
0.00265,880031439,dslam,94,9,0,1,95,start,0
0.00266,880030454,olt,82,8,8,2,77,stop,2
0.00267,880030745,olt,49,7,2,0,6,stop,2
0.00268,880032230,olt,91,6,7,2,146,start,0
0.00269,880031488,dslam,0,9,3,2,101,start,0
0.0027,880030673,olt,9,1,6,5,163,start,0
0.00271,880032565,olt,76,2,4,2,141,start,0
0.00272,880031652,olt,15,8,5,3,125,start,0
0.00273,880032853,olt,12,5,0,3,16,start,0
0.00274,880032003,olt,64,5,3,1,49,stop,2
0.00275,880030644,dslam,31,1,2,1,156,start,0
0.00276,880032588,olt,42,6,2,2,140,stop,2
0.00277,880031108,olt,12,6,9,3,29,start,0
0.00278,880032208,olt,9,5,4,0,131,start,0
0.00279,880031871,olt,80,0,3,1,89,start,0
0.0028,880030258,dslam,91,2,6,2,21,stop,2
0.00281,880030643,dslam,71,5,6,5,44,stop,2
0.00282,880031570,dslam,4,7,10,5,34,start,0
0.00283,880031872,olt,4,4,0,2,141,stop,2
0.00284,880031563,dslam,75,4,5,0,73,stop,2
0.00285,880032136,olt,11,8,7,4,27,stop,2
0.00286,880030402,olt,79,2,9,0,107,start,0
0.00287,880031243,dslam,40,5,7,0,60,stop,2
0.00288,880031893,dslam,32,2,4,5,86,start,0
0.00289,880032341,dslam,41,1,3,0,140,stop,2
0.0029,880031301,olt,67,2,4,1,84,stop,2
0.00291,880030896,dslam,17,10,5,4,137,start,0
0.00292,880032475,olt,98,9,8,4,145,start,0
0.00293,880030925,olt,41,6,3,4,170,start,0
0.00294,880032989,olt,58,6,4,0,112,stop,2
0.00295,880032089,dslam,50,3,5,2,12,start,0
0.00296,880032527,dslam,46,5,5,5,89,stop,2
0.00297,880032047,olt,60,6,7,3,50,stop,2
0.00298,880030918,olt,52,9,6,2,51,stop,2
0.00299,880032840,olt,42,6,1,5,200,start,0
0.003,880030805,dslam,82,9,9,1,185,stop,2
0.00301,880031179,dslam,17,2,4,1,73,stop,2
0.00302,880031828,dslam,5,10,5,2,122,stop,2
0.00303,880031567,dslam,46,7,5,1,167,stop,2
0.00304,880031188,olt,27,1,6,0,73,start,0
0.00305,880031929,dslam,68,7,0,2,111,stop,2
0.00306,880030329,dslam,2,9,1,3,150,start,0
0.00307,880030360,olt,72,7,3,1,84,start,0
0.00308,880031047,dslam,77,2,6,2,118,start,0
0.00309,880031012,olt,60,7,4,3,64,start,0
0.0031,880032238,olt,4,9,2,4,138,stop,2
0.00311,880031356,olt,75,6,3,1,146,start,0
0.00312,880030688,dslam,9,9,3,2,176,start,0
0.00313,880030040,olt,61,1,6,4,142,stop,2
0.00314,880030344,dslam,53,5,2,5,57,start,0
0.00315,880030043,dslam,4,9,9,4,92,stop,2
0.00316,880030683,dslam,91,2,0,5,35,start,0
0.00317,880031742,olt,73,0,10,2,36,start,0
0.00318,880032395,dslam,86,2,10,3,85,start,0
0.00319,880031142,olt,62,5,0,1,110,stop,2
0.0032,880031987,olt,77,4,9,1,64,start,0
0.00321,880031686,olt,85,7,1,5,51,stop,2
0.00322,880031003,olt,30,3,6,2,89,start,0
0.00323,880031423,dslam,4,7,7,0,156,start,0
0.00324,880032028,dslam,97,5,3,4,140,stop,2
0.00325,880032769,olt,47,9,7,2,47,start,0
0.00326,880032975,dslam,8,7,4,5,88,start,0
0.00327,880032703,dslam,50,2,1,5,17,start,0
0.00328,880032087,dslam,56,5,7,3,86,start,0
0.00329,880032479,olt,70,0,9,4,22,stop,2
0.0033,880032909,olt,100,5,2,3,149,start,0
0.00331,880032294,olt,37,0,1,1,169,start,0
0.00332,880032652,dslam,87,10,10,1,66,start,0
0.00333,880032942,dslam,5,6,4,2,153,stop,2
0.00334,880031133,dslam,38,0,6,0,33,stop,2
0.00335,880031247,dslam,24,2,2,4,62,stop,2
0.00336,880032579,olt,5,5,1,4,0,stop,2
0.00337,880032396,olt,75,0,8,4,192,stop,2
0.00338,880030660,olt,95,9,4,4,57,stop,2
0.00339,880030694,dslam,14,4,1,2,15,stop,2
0.0034,880030179,olt,41,10,5,2,80,stop,2
0.00341,880031913,olt,17,10,7,5,85,start,0
0.00342,880030536,olt,25,7,4,4,30,stop,2
0.00343,880032928,olt,43,1,8,3,44,start,0
0.00344,880030132,dslam,20,8,3,1,106,stop,2
0.00345,880032306,dslam,21,6,4,0,113,stop,2
0.00346,880031406,olt,19,10,5,3,147,start,0
0.00347,880032583,olt,23,9,2,4,63,start,0
0.00348,880031756,olt,12,6,8,2,71,stop,2
0.00349,880032273,olt,74,3,10,3,59,start,0
0.0035,880032804,dslam,1,9,10,0,21,start,0
0.00351,880030563,olt,33,5,10,2,189,start,0
0.00352,880031572,dslam,27,8,0,5,115,stop,2
0.00353,880032794,olt,49,9,7,0,101,start,0
0.00354,880032876,olt,34,1,2,0,131,stop,2
0.00355,880031667,dslam,46,4,7,1,153,start,0
0.00356,880030950,dslam,42,6,7,2,185,stop,2
0.00357,880031730,dslam,62,2,7,1,120,stop,2
0.00358,880032414,olt,68,4,7,1,45,start,0
0.00359,880030428,dslam,52,5,1,0,143,start,0
0.0036,880030054,olt,22,5,3,4,102,stop,2
0.00361,880032884,dslam,6,2,2,1,9,stop,2
0.00362,880030160,olt,87,1,9,1,31,start,0
0.00363,880032256,dslam,37,1,2,0,161,start,0
0.00364,880032397,olt,73,5,2,3,74,start,0
0.00365,880030395,dslam,18,5,0,4,179,stop,2
0.00366,880032195,dslam,64,3,8,5,160,stop,2
0.00367,880031951,olt,17,5,1,3,179,start,0
0.00368,880030486,olt,52,8,7,1,165,start,0
0.00369,880032204,dslam,32,4,7,4,27,stop,2
0.0037,880032803,olt,55,7,3,4,106,start,0
0.00371,880032479,dslam,80,4,4,5,151,start,0
0.00372,880030009,olt,37,3,7,5,199,stop,2
0.00373,880032639,olt,47,10,1,4,171,start,0
0.00374,880031955,olt,2,4,7,5,145,start,0
0.00375,880032979,olt,65,10,8,5,104,start,0
0.00376,880030624,olt,11,8,2,2,177,start,0
0.00377,880030248,dslam,33,9,0,5,132,start,0
0.00378,880030545,olt,34,6,9,1,76,start,0
0.00379,880031407,olt,72,10,1,3,35,stop,2
0.0038,880032168,dslam,76,10,0,2,184,stop,2
0.00381,880032173,olt,25,4,8,5,175,start,0
0.00382,880032938,dslam,27,10,7,5,165,start,0
0.00383,880030116,olt,19,2,4,4,142,stop,2
0.00384,880032719,olt,69,7,8,5,32,start,0
0.00385,880032164,olt,48,9,6,0,40,stop,2
0.00386,880032617,dslam,39,5,4,3,83,stop,2
0.00387,880030493,olt,90,6,4,2,48,start,0
0.00388,880032992,olt,10,6,3,3,124,start,0
0.00389,880031044,olt,97,3,7,2,137,stop,2
0.0039,880030746,dslam,20,7,2,3,5,start,0
0.00391,880031314,olt,54,4,6,5,100,stop,2
0.00392,880031133,olt,88,6,4,2,188,stop,2
0.00393,880030088,olt,3,4,1,0,60,start,0
0.00394,880032444,olt,49,1,3,2,143,stop,2
0.00395,880030755,dslam,71,4,4,4,109,stop,2
0.00396,880031325,dslam,66,10,2,0,103,stop,2
0.00397,880032753,olt,88,0,5,2,143,start,0
0.00398,880032286,olt,79,0,7,4,85,start,0
0.00399,880032163,dslam,63,3,0,5,95,start,0
0.004,880032465,dslam,42,10,10,1,192,start,0
0.00401,880031620,olt,56,1,9,2,88,start,0
0.00402,880032067,dslam,78,4,9,4,35,start,0
0.00403,880030888,olt,96,6,8,0,146,start,0
0.00404,880032116,dslam,70,3,2,2,186,start,0
0.00405,880032608,dslam,98,9,5,1,147,stop,2
0.00406,880031075,olt,6,2,3,2,166,stop,2
0.00407,880030776,olt,46,1,4,2,169,stop,2
0.00408,880030762,olt,53,3,10,4,138,stop,2
0.00409,880030595,dslam,79,4,8,1,23,stop,2
0.0041,880030178,olt,59,8,10,5,158,stop,2
0.00411,880032646,olt,58,2,4,2,72,stop,2
0.00412,880031486,olt,9,3,8,1,6,stop,2
0.00413,880031634,olt,28,7,4,1,77,start,0
0.00414,880032456,olt,76,2,4,4,108,stop,2
0.00415,880031962,dslam,28,5,0,0,118,start,0
0.00416,880031178,dslam,95,10,1,5,53,start,0
0.00417,880031560,olt,26,2,5,0,141,stop,2
0.00418,880032451,dslam,64,0,8,5,129,start,0
0.00419,880031410,olt,19,8,4,1,21,stop,2
0.0042,880030308,olt,45,3,7,3,148,stop,2
0.00421,880031600,olt,100,7,10,3,170,start,0
0.00422,880030390,olt,60,5,2,2,56,start,0
0.00423,880032240,dslam,13,1,8,0,130,stop,2
0.00424,880031021,olt,35,6,8,5,143,stop,2
0.00425,880030009,dslam,39,8,0,3,38,start,0
0.00426,880031216,dslam,14,10,5,0,17,start,0
0.00427,880031963,olt,29,9,1,2,151,stop,2
0.00428,880031321,olt,81,10,0,1,25,stop,2
0.00429,880032732,dslam,65,4,3,5,58,start,0
0.0043,880032925,olt,88,1,3,3,15,start,0
0.00431,880031657,dslam,76,4,0,4,181,stop,2
0.00432,880030195,olt,93,6,5,2,158,start,0
0.00433,880032643,olt,41,9,9,5,47,stop,2
0.00434,880032875,olt,67,0,9,4,133,start,0
0.00435,880030388,dslam,92,7,5,1,89,stop,2
0.00436,880032389,olt,40,9,10,5,86,start,0
0.00437,880032973,dslam,27,9,4,3,108,start,0
0.00438,880030467,olt,71,7,2,4,162,stop,2
0.00439,880031249,dslam,72,0,5,3,82,stop,2
0.0044,880031014,dslam,45,4,4,2,13,stop,2
0.00441,880032955,dslam,85,9,4,3,167,start,0
0.00442,880031551,dslam,92,2,8,5,170,stop,2
0.00443,880030762,dslam,25,7,2,4,53,start,0
0.00444,880030626,dslam,62,6,9,3,135,start,0
0.00445,880032025,olt,66,1,2,4,42,stop,2
0.00446,880031837,dslam,0,8,5,4,37,stop,2
0.00447,880031505,dslam,79,6,2,3,3,stop,2
0.00448,880032367,olt,81,2,7,4,139,stop,2
0.00449,880031307,olt,38,8,2,1,51,start,0
0.0045,880032724,olt,54,3,8,1,44,stop,2
0.00451,880030570,olt,27,3,6,5,144,stop,2
0.00452,880030872,olt,68,9,5,4,58,stop,2
0.00453,880030793,dslam,18,2,9,2,148,stop,2
0.00454,880032712,olt,20,8,1,4,149,start,0
0.00455,880030327,olt,12,6,2,4,2,start,0
0.00456,880030374,dslam,13,8,0,3,161,start,0
0.00457,880031751,olt,84,4,6,5,141,start,0
0.00458,880032861,olt,87,10,10,4,135,stop,2
0.00459,880031988,dslam,91,7,4,2,145,start,0
0.0046,880031271,dslam,5,4,7,5,14,start,0
0.00461,880031122,olt,51,7,1,0,87,start,0
0.00462,880030563,dslam,74,8,4,2,120,start,0
0.00463,880031802,dslam,51,7,6,1,130,start,0
0.00464,880032383,dslam,70,6,2,5,17,start,0
0.00465,880032372,olt,97,2,0,3,156,start,0
0.00466,880030273,dslam,30,6,10,1,194,start,0
0.00467,880031696,olt,59,0,9,3,31,start,0
0.00468,880032645,dslam,66,10,5,1,0,stop,2
0.00469,880030635,dslam,75,1,9,1,80,stop,2
0.0047,880031490,dslam,33,3,3,5,23,stop,2
0.00471,880031575,olt,19,2,5,0,162,stop,2
0.00472,880031785,dslam,24,10,3,5,74,start,0
0.00473,880032145,olt,82,6,7,3,186,start,0
0.00474,880031356,olt,55,3,7,5,15,stop,2
0.00475,880032574,olt,95,7,7,5,5,stop,2
0.00476,880031634,dslam,41,6,2,5,46,start,0
0.00477,880030562,dslam,72,5,2,1,163,start,0
0.00478,880031603,olt,44,3,8,5,2,start,0
0.00479,880030169,dslam,48,10,0,4,138,stop,2
0.0048,880032808,dslam,23,9,2,0,185,stop,2
0.00481,880032366,olt,23,10,5,3,60,start,0
0.00482,880031168,dslam,79,1,4,5,123,start,0
0.00483,880031337,olt,86,3,10,4,90,start,0
0.00484,880030884,dslam,26,5,8,0,104,stop,2
0.00485,880032869,dslam,7,4,9,5,20,start,0
0.00486,880032625,olt,26,9,4,0,162,start,0
0.00487,880030606,dslam,81,8,4,0,168,start,0
0.00488,880032759,olt,41,2,0,3,92,stop,2
0.00489,880031400,olt,99,4,3,4,75,stop,2
0.0049,880031527,olt,23,1,5,5,187,stop,2
0.00491,880030689,dslam,8,8,6,4,34,start,0
0.00492,880032791,dslam,69,3,8,2,172,start,0
0.00493,880030069,dslam,11,5,5,5,148,start,0
0.00494,880032708,olt,75,7,6,1,200,start,0
0.00495,880031373,dslam,48,4,10,3,80,stop,2
0.00496,880031768,dslam,11,6,10,2,53,start,0
0.00497,880030871,dslam,99,2,7,0,199,start,0
0.00498,880032423,olt,6,3,7,5,22,start,0
0.00499,880032678,dslam,13,1,0,2,104,stop,2
0.005,880030511,dslam,40,8,7,4,17,start,0
0.00501,880031358,olt,8,1,1,4,39,start,0
0.00502,880031762,dslam,94,8,6,2,67,start,0
0.00503,880030719,olt,71,5,4,3,25,stop,2
0.00504,880032839,dslam,97,8,7,0,132,stop,2
0.00505,880031576,olt,4,1,9,4,45,start,0
0.00506,880031936,dslam,92,8,2,3,142,start,0
0.00507,880031215,olt,80,0,1,0,191,start,0
0.00508,880032229,olt,2,3,4,5,142,stop,2
0.00509,880030920,olt,89,8,8,0,78,stop,2
0.0051,880031053,dslam,42,6,0,4,124,stop,2
0.00511,880030791,dslam,37,8,0,2,74,start,0
0.00512,880031280,olt,63,7,4,2,159,stop,2
0.00513,880032508,dslam,80,5,2,2,154,start,0
0.00514,880032689,olt,71,9,0,3,83,stop,2
0.00515,880031798,dslam,6,4,9,3,88,stop,2
0.00516,880031304,olt,23,8,4,0,33,start,0
0.00517,880030728,dslam,57,0,8,3,193,start,0
0.00518,880032966,dslam,87,2,7,1,164,start,0
0.00519,880032631,olt,67,1,1,0,96,start,0
0.0052,880031366,olt,60,6,8,2,143,start,0
0.00521,880032306,dslam,67,2,2,0,188,start,0
